Date,Days_to_Expiration,Time_to_Expiration_Years,Option_Price,Intrinsic_Value,Time_Value,Delta,Gamma,Theta,Vega,Rho
2025-10-21 16:17:54.999120,30,0.0821917808219178,4.153553248810482,0,4.153553248810482,0.4045709809545647,0.025743558533635684,-0.10541624159722573,0.19439913207762557,0.054777837056086305
2025-10-23 20:16:38.213468,28,0.07671232876712329,3.939807759173803,0,3.939807759173803,0.3989964274305124,0.026551757109337177,-0.10837382406344591,0.18713532921580786,0.050541585675414905
2025-10-26 00:15:21.427817,25,0.0684931506849315,3.607379021724171,0,3.607379021724171,0.38962790336376196,0.0279169319617149,-0.11336714943219282,0.17567589890291477,0.04423116716913299
2025-10-28 04:14:04.642165,23,0.06301369863013699,3.376934554404926,0,3.376934554404926,0.3825577920806896,0.02895009266437292,-0.1171439096185648,0.16760319057918646,0.04005823611982087
2025-10-30 08:12:47.856514,21,0.057534246575342465,3.1385122554931826,0,3.1385122554931826,0.37466353523690427,0.030103527134169087,-0.12135798800074027,0.1591260072999657,0.03591725300356894
2025-11-01 12:11:31.070862,19,0.052054794520547946,2.8911525746176565,0,2.8911525746176565,0.3657510046358189,0.03140177057433799,-0.12609795169427074,0.1501800431748733,0.03181342990400992
2025-11-03 16:10:14.285211,17,0.04657534246575343,2.6336945136958008,0,2.6336945136958008,0.3555541346828528,0.03287653992696788,-0.13147795655990072,0.1406823172559807,0.02775344503968927
2025-11-05 20:08:57.499560,15,0.0410958904109589,2.364715991855043,0,2.364715991855043,0.34369639621655906,0.03456929913527207,-0.13764660896265407,0.13052278183779953,0.023746090416181965
2025-11-08 00:07:40.713908,12,0.03287671232876712,1.9356735746547216,0,1.9356735746547216,0.3215062016789413,0.03764073851547033,-0.14881753094245137,0.11369565537892067,0.017861231250134793
2025-11-10 04:06:23.928257,10,0.0273972602739726,1.6291860414343873,0,1.6291860414343873,0.30234764540849673,0.04015205431821931,-0.15792390189869412,0.10106767097223011,0.014049767645219875
2025-11-12 08:05:07.142605,8,0.021917808219178082,1.302872331022428,0,1.302872331022428,0.2776404710794127,0.04313181667885483,-0.16868171045315392,0.0868544801615296,0.010363662489397215
2025-11-14 12:03:50.356954,6,0.01643835616438356,0.9533590440302078,0,0.9533590440302078,0.2438602244346731,0.04658584936677071,-0.18103731991513033,0.07035739579022562,0.006858440586088369
2025-11-16 16:02:33.571302,4,0.010958904109589041,0.579049881759552,0,0.579049881759552,0.1933545092104057,0.04990756252032966,-0.192535531818307,0.05024939514033191,0.0036447111484998844
2025-11-18 20:01:16.785651,2,0.005479452054794521,0.19626372398695224,0,0.19626372398695224,0.10631766345031529,0.04721362218208216,-0.18053340493636655,0.02376850157796602,0.0010087302673873
2025-11-21 00:00:00.000000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
