Underlying_Price,Option_Price,Moneyness,Intrinsic_Value,Time_Value,Delta,Gamma,Theta,Vega,Rho
319.592,0.033363558481490974,0.7102044444444444,0.0,0.033363558481490974,0.002966977147861482,0.0002350025761691191,-0.007096072641347842,0.007576533903758135,0.0006266154809300383
331.006,0.08719373921188867,0.7355688888888888,0.0,0.08719373921188867,0.006937959424982814,0.0004842975812188299,-0.015709959561701126,0.016749050072426427,0.0015132277111054608
342.41999999999996,0.20591587173423864,0.7609333333333332,0.0,0.20591587173423864,0.014651909147803451,0.000898647593416254,-0.031248265678711726,0.0332593540418742,0.0032953362045593276
353.834,0.4439305859431357,0.7862977777777778,0.0,0.4439305859431357,0.028227414957900508,0.001515719401351261,-0.05638605081361496,0.0598996220949708,0.0065369099714182415
365.248,0.8817236466835752,0.8116622222222222,0.0,0.8817236466835752,0.05005988915109572,0.0023434348648675406,-0.09309992320967699,0.09868126967888832,0.011919555305462898
376.662,1.6267438278593183,0.8370266666666666,0.0,1.6267438278593183,0.08239520896050767,0.0033461465615237276,-0.14174160797014204,0.14984930190331347,0.020142739979194125
388.076,2.8087310914694754,0.8623911111111111,0.0,2.8087310914694754,0.12680552130877182,0.004442243646513462,-0.20036027758312067,0.21117480123956792,0.03178181396983113
399.49,4.569215694915329,0.8877555555555556,0.0,4.569215694915329,0.1837195103306165,0.0055160897196808965,-0.26460219527809986,0.2778748845186721,0.047140336634974425
410.904,7.0467104088721015,0.91312,0.0,7.0467104088721015,0.2521592212397784,0.006441318804800412,-0.3283158117941266,0.3432904177797492,0.0661414535859163
422.318,10.36054704866308,0.9384844444444445,0.0,10.36054704866308,0.32977300535460835,0.007107959253348922,-0.3847169082275748,0.4001568565541918,0.0882935130319756
433.73199999999997,14.596795289271938,0.9638488888888889,0.0,14.596795289271938,0.4131582270531973,0.0074447591681964555,-0.4277570580456357,0.4420788436666357,0.11274188277189413
445.146,19.799104391852666,0.9892133333333334,0.0,19.799104391852666,0.49838018057321437,0.007430558096557199,-0.45328307525447453,0.4647640561448734,0.13839235580109002
456.56,25.965930607177455,1.0145777777777778,6.560000000000002,19.405930607177453,0.5815478053856897,0.007092964095123334,-0.45968172572350896,0.46669121866993746,0.16407228453405004
467.974,33.05400559028698,1.039942222222222,17.97399999999999,15.080005590286987,0.6593119833657368,0.0064967906304635795,-0.4479042045195081,0.4491055992746143,0.18868963048856874
479.38800000000003,40.98659373698814,1.0653066666666668,29.388000000000034,11.598593736988107,0.7291961908713793,0.005727144524258413,-0.4209638817758814,0.4154498519804073,0.21135706151538403
490.802,49.664392110395454,1.0906711111111111,40.80200000000002,8.862392110395433,0.7897285830000413,0.0048723280167287724,-0.3831268609084714,0.370471935789635,0.23146299718026767
502.216,58.976887200444196,1.1160355555555557,52.21600000000001,6.760887200444188,0.8403969244994189,0.004010368102329942,-0.3390435836531019,0.31927982403246913,0.2486875990643534
513.63,68.81243291121632,1.1414,63.629999999999995,5.182432911216324,0.8814799598375321,0.0032009664817411513,-0.29301942311105245,0.2665557401063982,0.26297405401379126
525.044,79.06600011981925,1.1667644444444445,75.04399999999998,4.022000119819268,0.9138183068133717,0.0024828223899307357,-0.24853286327671406,0.2160444935391528,0.274471793810069
536.4580000000001,89.64423520114747,1.192128888888889,86.45800000000008,3.186235201147383,0.9385799161461793,0.0018750934187212755,-0.20802072038299205,0.17033367262936747,0.28346881469506824
547.8720000000001,100.4679992513062,1.2174933333333335,97.87200000000007,2.595999251306125,0.9570578373617125,0.001381311651473184,-0.17288597304996875,0.13087480120509828,0.2903268439861164
559.2860000000001,111.47288107839898,1.2428577777777778,109.28600000000006,2.186881078398926,0.9705190942568473,0.0009941929489736341,-0.14365310685491345,0.09816229960932621,0.2954279870357097
570.7,122.60829814477205,1.2682222222222224,120.70000000000005,1.9082981447720044,0.9801079070647125,0.000700203317215718,-0.12019367261737697,0.07198567108319538,0.2991364961760681
582.114,133.8357734863975,1.2935866666666667,132.11400000000003,1.721773486397467,0.9867963929648506,0.00048324442028693776,-0.10196028370359325,0.05168792353155069,0.30177549452598873
593.528,145.12686648202447,1.3189511111111112,143.52800000000002,1.598866482024448,0.991371114988086,0.000327241481936583,-0.08818959229905152,0.036387894184433646,0.30361619770864673
